Name,Ratings,Reviews,Type,Location,Menu_price,PAX,Rooms,Amenities
Hotel Veda Inn,,,Hotel,Lucknow ,₹999per plate,300-350,20,+3 more
Baba Marriage and Utsav Lawn,,,Wedding Lawn,Lucknow ,₹700per plate,500-800,,+2 more
Surabhi Marriage Lawn,,,Wedding Lawn,Lucknow ,"₹1,10,000per function",700-1000,2,+4 more
Fusion Flavour Restaurant,,1 review,Party Restaurant / Lounge,"Vikas Nagar, Lucknow ",₹750per plate,150-200,,+2 more
Revathy Resort,,2 reviews,Wedding Lawn,Lucknow ,₹600per plate,1000-1500,,+2 more
BJ Star Palace,,,Banquet Hall & Lawn,"Fazullaganj, Lucknow ",₹500per plate,750-1000,,+2 more
Vivanta By Taj Lucknow,5.0,2 reviews,Hotel,"Gomti Nagar, Lucknow ","₹1,300per plate",400-600,66,+3 more
MJ Golden Palace,,,Lawn & Banquet Hall,Lucknow ,₹700per plate,350-2000,,+2 more
Kailash Palace,,,Banquet Hall & Lawn,Lucknow ,Price on Request,150-300,4,+3 more
V2 Cafe Banquet,,,Banquet Hall,Lucknow ,₹350per plate,100-150,2,+3 more
Mahdi's Lawn,,,Banquet Hall,Lucknow ,"₹45,000per function",250-300,,+3 more
Le Delicacy,,1 review,Lawn & Banquet Hall,Lucknow ,₹600per plate,600-1500,20,+3 more
Shanti Vatika Lawn,,,Wedding Lawn,"Triveni Nagar, Lucknow ","₹1,00,000per plate",800-1200,,+3 more
Siddharth Palace,,,Lawn & Banquet Hall,Lucknow ,Price on Request,280-700,,+2 more
Chef's Choice Restaurant and Banquet,,,Banquet Hall,"Aliganj, Lucknow ",₹500per plate,50-100,,+2 more
Radhe Krishna Marriage Hall,4.8,3 reviews,Banquet Hall,Lucknow ,₹500per plate,400-500,5,+3 more
Wyndham Garden City Centre,,,Hotel,Lucknow ,"₹2,200per plate",35-400,85,+4 more
Hotel V-Inn,,,Banquet Hall,"Niwaru Road, Jaipur ",₹400per plate,120-200,23,+3 more
Hotel Vanshil,,,Banquet Hall,Jaipur ,"₹80,000per function",80-120,27,+4 more
Tree Of Life Resort & Spa,5.0,1 review,Resort,Jaipur ,"₹1,500per plate",300-450,17,+3 more
HACCRS Banquet and Conference,,,Banquet Hall,Jaipur ,₹550per plate,250-350,20,+3 more
Hotel Paradise,4.5,3 reviews,Hotel,"Sikar Road, Jaipur ",₹650per plate,240-400,112,+3 more
Hans Paradise,5.0,1 review,Lawn & Banquet Hall,"Sikar Road, Jaipur ",₹550per plate,150-1500,,+2 more
Neta Ji Garden,,,Banquet Hall & Lawn,Jaipur ,₹650per plate,2300-2900,,+2 more
Lakshadeep Marriage Garden,,,Wedding Lawn,"Queens Road, Jaipur ",₹800per plate,3000-4500,,+2 more
Hotel Elegant,,,Banquet Hall,Jaipur ,Price on Request,140-150,22,+3 more
Shahpura House,5.0,1 review,Hotel,"Bani Park, Jaipur ","₹1,500per plate",80-120,62,+3 more
Dhanna's Veg Restaurant,,,Lawn & Banquet Hall,Jaipur ,"₹1,000per plate",200-400,,+2 more
"Radisson Blu Hotel, Jaipur",,4 reviews,5 Star Hotel,"Durgapura, Jaipur ","₹1,250per plate",70-500,182,+3 more
Party Junction Banquet Hall & Garden,,,Lawn & Banquet Hall,Jaipur ,Price on Request,200-500,,+2 more
The Grand Vaishali Banquet,,,Banquet Hall,"Queens Road, Jaipur ",₹850per plate,120-200,,+2 more
Resort De Reverie,,,Resort,"Sanganer, Jaipur ",Price on Request,100-2500,18,+3 more
Suroth Palace,,,Fort / Palace Hotel,Jaipur ,₹600per plate,100-150,8,+4 more
360 Jaipur,,,Lawn & Banquet Hall,Jaipur ,₹700per plate,70-150,,+2 more
Hotel Jaipur Central,,,Hotel,Jaipur ,₹800per plate,80-100,73,+3 more
Rock The Salt,,,Small Function Hall,"Vaishali Nagar, Jaipur ",₹450per plate,35-60,,+2 more
Braj Samode Resort,,,Resort,Jaipur ,Price on Request,200-700,16,+3 more
Jaypee Siddharth,,15 reviews,4 Star Hotel,Delhi NCR ,"₹3,000per plate",35-250,102,+3 more
Imperfecto Noida,5.0,1 review,Banquet Hall,Delhi NCR ,"₹1,300per plate",70-150,,+2 more
Govindam Bhawan,,1 review,Banquet Hall,"Shahdara, Delhi NCR ",₹800per plate,125-350,,+2 more
Mahila Samity Hall,5.0,1 review,Banquet Hall & Lawn,"Gk 2, Delhi NCR ","₹50,000per function",120-300,,+3 more
JS Garden Noida Extension,5.0,1 review,Banquet Hall & Lawn,Noida ,"₹1,200per plate",800-2000,28,+3 more
Virat Farm House,,1 review,Farmhouse With Banquet,Delhi NCR ,"₹50,000per function",150-450,,+3 more
Prisha Party Lawn,5.0,1 review,Farmhouse,Greater Noida ,₹450per plate,1400-1500,2,+3 more
Ocean Pearl Gardenia,,48 reviews,Hotel,"Chattarpur, Delhi NCR ","₹1,600per plate",60-800,34,+3 more
The Royal Dreams Banquet,5.0,2 reviews,Banquet Hall & Lawn,"Dwarka, Delhi NCR ","₹1,150per plate",200-1000,,+3 more
Delite Grand Hotel,,10 reviews,Hotel,"New Industrial Town, Faridabad ","₹1,550per plate",500-800,39,+3 more
Sanya Farms and Banquets,4.9,7 reviews,Farmhouse With Banquet,"Surajkund, Faridabad ","₹1,250per plate",100-500,12,+3 more
Aaradhya Farms,5.0,1 review,Farmhouse With Banquet,"Brijwasan, Delhi NCR ","₹2,200per plate",300-600,7,+3 more
"Shiv Vatika, Karol Bagh",,1 review,Banquet Hall,"Karol Bagh, Delhi NCR ",₹600per plate,250-400,,+2 more
New Shri Radha Krishna Party Lawn,5.0,1 review,Farmhouse,Delhi NCR ,Price on Request,1200-2000,,+2 more
The Golden Dragon Restaurant,5.0,1 review,Party Restaurant / Lounge,"Dwarka, Delhi NCR ",₹550per plate,80-130,,+2 more
The Grand Aurra,4.7,18 reviews,Resort,"Faridabad, Ballabgarh ","₹1,800per plate",100-1000,28,+4 more
Silver Oak Resort Hotel,,4 reviews,Lawn & Banquet Hall,"Rohtak Road, Delhi NCR ","₹1,800per plate",450-1500,6,+3 more
Grand Utsav Banquet Rani Bagh,5.0,1 review,Banquet Hall & Lawn,Delhi NCR ,₹300per plate,800-900,4,+4 more
Raja Rani Farm House,5.0,2 reviews,Farmhouse With Banquet,Delhi NCR ,"₹1,000per plate",80-2500,4,+3 more
Five Elements,5.0,2 reviews,Farmhouse,"Gurgaon, Gurgaon ","₹5,00,000per function",100-500,20,+4 more
Samuthaya Koodam,,,Banquet Hall,"Virugambakkam, Chennai ",Price on Request,200-300,,+2 more
Vista Hall,,,Banquet Hall,Chennai ,"₹50,000per plate",100-400,2,+4 more
KKR Kalyana Mandapam,,,Kalyana Mandapam,"Pattabiram, Avadi ",₹500per plate,150-200,,+3 more
Shri Ramamandhiram Marriage Hall,,,Banquet Hall,Chennai ,Price on Request,400-500,,+2 more
Sivandhini Mahal A/C,,,Banquet Hall,Chennai ,"₹60,000per plate",350-500,3,+4 more
Ibis Chennai,,6 reviews,Banquet Hall,Chennai ,₹750per plate,90-150,,+2 more
Sangamam Banquet Hall,,,Banquet Hall,Chennai ,₹799per plate,150-250,2,+3 more
Lakshmi Giri Convention Hall,5.0,1 review,Banquet Hall,"Mylapore, Chennai ",Price on Request,150-200,,+2 more
Velu Mini Hall,,,Banquet Hall,"Mambalam, Chennai ",₹300per plate,100-150,,+2 more
Ramseetha Hall,,,Banquet Hall,"Pallavaram, Chennai ",₹700per plate,250-400,,+2 more
Moti Mahal Delux -Robot Theme Restaurant,,,Party Restaurant / Lounge,Chennai ,Price on Request,50-80,,+2 more
Ramjee Meeting Hall,,,Banquet Hall,Chennai ,₹600per plate,50-500,14,+3 more
AMA Marriage Hall,,,Banquet Hall,"Choolai, Chennai ",Price on Request,150-200,,+2 more
Citadines OMR Chennai,,1 review,Hotel,"Sholinganallur, Chennai ","₹1,000per plate",100-150,269,+3 more
Heritage Beach Lawn,5.0,1 review,Lawn & Banquet Hall,Chennai ,"₹1,500per plate",500-1200,2,+4 more
Toscano Chennai,,,Small Function Hall,"Nungambakkam, Chennai ",₹500per plate,35-50,,+2 more
Vasantha Maaligai,,,Banquet Hall,"Perambur, Chennai ",₹300per plate,150-250,,+3 more
Kansone Hotel and Banquets,,,Banquet Hall,Chennai ,₹650per plate,70-300,29,+3 more
Hablis Hotel,,2 reviews,5 Star Hotel,Chennai ,"₹1,100per plate",300-500,120,+3 more
Annai Sivakami Mahal,,,Banquet Hall,"Tiruvottiyur, Chennai ",₹350per plate,150-400,,+2 more
Shree Kohinoor Mangal Karyalaya,5.0,1 review,Banquet Hall,"Prabhat Road, Pune ",₹350per plate,400-600,,+3 more
Sinhagad Farms,,,Wedding Lawn,Pune ,Price on Request,300-500,20,+3 more
The Arowana Villa - Lake Escape,,,Farmhouse,Pune ,"₹30,000per function",80-100,5,+4 more
"Wildernest Hill Top Resort, Sinhagad Road",5.0,1 review,Resort,Pune ,₹550per plate,120-400,22,+3 more
Shree Haripriya Hall,,,Banquet Hall,Pune ,₹350per plate,140-200,,+2 more
Aaryans River Wood Resort,4.7,24 reviews,Mountain & River Resort,Pune ,"₹1,099per plate",100-2000,50,+5 more
Surya Lawns Mangal Karyalay,,,Banquet Hall,Pune ,₹300per plate,420-700,,+2 more
"Snehal Lawns Wedding Hall, Pimpalner",5.0,1 review,Lawn & Banquet Hall,Pune ,₹450per plate,150-300,,+2 more
Daivadnya Sanskrutik Bhavan,,,Banquet Hall,Pune ,Price on Request,300-400,,+2 more
Swayamvar Mangal Karyalay,5.0,1 review,Banquet Hall,"Satara Road, Pune ",₹450per plate,200-300,,+2 more
Prathamesh Resort,5.0,6 reviews,Resort,Pune ,"₹1,20,000per function",150-1000,47,+4 more
The Empire Restaurant,,,Wedding Lawn,"Pimple Saudagar, Pimpri Chinchwad ",Price on Request,150-200,,+2 more
The Westin Pune Koregaon Park,4.8,16 reviews,5 Star Hotel,"Koregaon Park, Pune ","₹4,000per plate",720-2500,277,+4 more
Bhagirathi Lawns,,,Wedding Lawn,"Pimpri Chinchwad, Pimpri Chinchwad ",Price on Request,1000-1500,,+2 more
Dengale Garden Mangal Karyalya,,,Banquet Hall & Lawn,Pune ,₹800per plate,1350-1800,,+2 more
The Akkara,,,Banquet Hall & Lawn,Pune ,₹699per plate,100-200,1,+3 more
"Roshal Garden, Bhosari",,,Lawn & Banquet Hall,"Bhosari, Pimpri Chinchwad ",₹450per plate,500-1200,2,+3 more
Bhagyashri Mangal Karyalay,5.0,1 review,Banquet Hall,"Alandi, Pimpri Chinchwad ",Price on Request,400-600,,+2 more
Fireflies Pune,,,Wedding Lawn,Pune ,Price on Request,200-300,,+2 more
Le Stone,,,Banquet Hall,"Ravet, Pimpri Chinchwad ",₹550per plate,50-120,,+2 more
Hotel Tekarees Inn,,,Banquet Hall,"Hazratganj, Lucknow ",Price on Request,100-150,20,+3 more
Sundar Vatika Marriage Lawn,,,Lawn & Banquet Hall,"SGPGI Rae Bareilly Road, Lucknow ",Price on Request,70-1000,,+2 more
Vaibhav Lawn,,,Wedding Lawn,"Gomti Nagar, Lucknow ",₹750per plate,400-450,,+2 more
Hotel Arif Castles,5.0,1 review,Hotel,Lucknow ,"₹1,250per plate",80-250,42,+3 more
Vrindavan Palace & Lawn,,,Banquet Hall & Lawn,"LDA Colony, Lucknow ",₹450per plate,120-1000,,+2 more
The Oasis,,17 reviews,4 Star Hotel,Lucknow ,"₹2,050per plate",250-1000,68,+3 more
Jashn by Zaayka,4.9,5 reviews,Banquet Hall,Lucknow ,₹750per plate,200-500,8,+3 more
Lotus Portico,5.0,1 review,Hotel,Lucknow ,"₹1,200per plate",700-1000,30,+3 more
Shivaay Lawn,,,Wedding Lawn,Lucknow ,₹700per plate,600-1000,,+2 more
Heritage Blue Inn,5.0,1 review,Hotel,Lucknow ,Price on Request,200-250,38,+3 more
Hotel Crossroad,5.0,16 reviews,Hotel,Lucknow ,"₹1,200per plate",150-700,37,+4 more
Paras Guest Inn,,1 review,Banquet Hall,"Indira Nagar, Lucknow ",₹700per plate,500-700,24,+3 more
Hotel Kempinski Kasa De Tortoise,,,Hotel,Lucknow ,"₹1,150per plate",450-500,46,+3 more
Star Palace,5.0,1 review,Banquet Hall,"Aminabad, Lucknow ",₹390per plate,150-250,,+2 more
Milan Lawn,,,Banquet Hall & Lawn,Lucknow ,"₹2,00,000per function",2000-3000,,+3 more
Shivaji Sabhagar,,,Banquet Hall,"Nirala Nagar, Lucknow ",₹600per plate,250-400,,+2 more
Rajkamal Palace,,,Banquet Hall & Lawn,Lucknow ,₹350per plate,200-400,,+2 more
Indira Gandhi Pratishthan,4.6,9 reviews,Lawn & Banquet Hall,"Gomti Nagar, Lucknow ","₹2,61,000per function",400-1200,,+3 more
Ghai Guest House,,,Banquet Hall,Lucknow ,Price on Request,450-600,,+2 more
Jalsa Resort,,,Wedding Lawn,Lucknow ,"₹1,200per plate",400-650,,+2 more
Hotel Vrisa,,,Banquet Hall,"Durgapura, Jaipur ",₹650per plate,150-250,27,+3 more
Chanda Garden,5.0,2 reviews,Hotel,Jaipur ,₹500per plate,170-1500,36,+3 more
Janak Nandani Marriage Garden,,,Wedding Lawn,"Kalwar Road, Jaipur ","₹1,20,000per function",650-900,,+3 more
Chandan Van,5.0,1 review,Lawn & Banquet Hall,"Sitapura, Jaipur ","₹1,500per plate",1500-4500,,+2 more
Shree Bagh,,,Wedding Lawn,Jaipur ,₹700per plate,900-1500,,+2 more
Punsumi Farm,4.9,4 reviews,Wedding Lawn,Jaipur ,"₹1,500per plate",500-800,2,+3 more
Baba Shayam Paradise,,,Wedding Lawn,Jaipur ,₹700per plate,400-600,,+3 more
Mangal Bela,,,Wedding Lawn,Jaipur ,₹400per plate,1500-2000,,+2 more
Madhuvan Marriage Garden,,,Wedding Lawn,Jaipur ,Price on Request,500-600,,+2 more
Shree Krishnam Garden and Banquet,,,Lawn & Banquet Hall,Jaipur ,₹800per plate,350-800,,+2 more
Nazara Banquet Hall,,,Banquet Hall,"Tonk Road, Jaipur ",₹600per plate,70-120,,+2 more
Khandelwal Community Centre,,,Banquet Hall,"Malviya Nagar, Jaipur ",Price on Request,200-250,,+2 more
Hotel Royal Bagh - Opposite City Park Jaipur,,,Banquet Hall & Lawn,"Mansarovar, Jaipur ","₹1,000per plate",150-250,25,+3 more
SkyLit,,,Banquet Hall,"Malviya Nagar, Jaipur ",₹500per plate,105-150,,+2 more
Kanwar Kalewa,,,Banquet Hall,"Sanganer, Jaipur ",₹500per plate,80-300,13,+3 more
Gulab Vatika Marriage Garden,,,Lawn & Banquet Hall,"Sanganer, Jaipur ",₹450per plate,150-1500,,+2 more
Kiran Paradise,5.0,1 review,Lawn & Banquet Hall,"Mansarovar, Jaipur ",₹400per plate,125-2000,15,+4 more
Kataria Hotel,,,Banquet Hall,"Mansarovar, Jaipur ",₹450per plate,180-300,,+2 more
Hotel The Grand Majestic,,,Banquet Hall,Jaipur ,₹750per plate,100-120,23,+3 more
Hill Side Resort,4.8,2 reviews,Resort,"Jamdoli, Jaipur ","₹1,000per plate",60-1500,42,+3 more
8 Mandi Hills Boutique Farmstay,5.0,16 reviews,Farmhouse,Delhi NCR ,"₹1,000per plate",250-300,4,+4 more
Krsna Cottage,,2 reviews,Banquet Hall & Lawn,"Karkardooma, Delhi NCR ","₹1,600per plate",400-600,,+2 more
The Urban Venue,,26 reviews,Banquet Hall,"South Delhi, Delhi NCR ",₹600per plate,450-500,8,+6 more
The Bliss Motel & Resort (SURYADEV),5.0,2 reviews,Farmhouse,"Gt Karnal Road, Delhi NCR ","₹1,800per plate",400-1300,,+2 more
Holiday Grand,5.0,1 review,Hotel,Greater Noida ,"₹1,800per plate",280-800,34,+3 more
Exotic Garden,5.0,1 review,Farmhouse,"Indirapuram, Ghaziabad ","₹1,500per plate",300-700,,+2 more
CT Ariisse Village Resort,5.0,1 review,Resort,"Civil Lines, Gurgaon ",₹799per plate,40-300,20,+3 more
Nirvana Patio,4.8,4 reviews,Banquet Hall & Lawn,"South City 2, Gurgaon ","₹1,200per plate",25-800,12,+3 more
Junkyard Cafe,5.0,1 review,Party Restaurant / Lounge,"Connaught Place, Delhi NCR ","₹1,000per plate",180-300,,+2 more
BPTP Astaire Sanctuary Club,5.0,9 reviews,Banquet Hall & Lawn,Gurgaon ,"₹1,700per plate",120-600,,+3 more
Badhai Banquet by Om Sweets,5.0,3 reviews,Banquet Hall,"Sector 105, Gurgaon ","₹80,000per plate",100-150,,+3 more
Shreejee The Farm,,,Farmhouse,Delhi NCR ,"₹50,000per function",450-500,4,+4 more
Deewan palace,,3 reviews,Farmhouse With Banquet,"Brijwasan, Delhi NCR ","₹1,200per plate",300-1500,,+2 more
The Blue Lotus Delhi,5.0,23 reviews,Lawn & Banquet Hall,"Chattarpur, Delhi NCR ","₹2,500per plate",100-550,3,+5 more
La Stella Banquet,4.5,9 reviews,Banquet Hall,Delhi NCR ,"₹1,350per plate",300-500,,+2 more
Mahavir Vatika,,1 review,Farmhouse With Banquet,"Daryaganj, Delhi NCR ",₹800per plate,60-1000,,+2 more
"CasaBella Banquet, Infocity",5.0,6 reviews,Banquet Hall & Lawn,Gurgaon ,"₹1,399per plate",120-200,30,+3 more
S.S Garden,4.5,1 review,Farmhouse,Noida ,Price on Request,800-1000,,+2 more
Coral Bellss Banquet,,1 review,Banquet Hall,"Najafgarh Road, Delhi NCR ","₹1,150per plate",150-700,,+2 more
Iconic Club and Convention,,1 review,Farmhouse,Noida ,"₹1,000per plate",500-750,,+2 more
Zone By The Park Chennai,,,4 Star Hotel,"Kovilambakkam, Chennai ",₹659per plate,150-250,40,+2 more
D S Mahal,,,Banquet Hall,"Villivakkam, Chennai ",₹300per plate,340-600,,+2 more
Shree Subham Kalyana Mandapam,,,Kalyana Mandapam,"Alwarpet, Chennai ",₹350per plate,1000-1350,11,+3 more
MJ Vani Mahal,,,Banquet Hall,"Thirumullaivoyal, Chennai ",₹300per plate,200-300,,+2 more
V K Maligai,,,Banquet Hall,"Tiruvottiyur, Chennai ",₹300per plate,480-800,,+2 more
Kriyates Thuraipakam,5.0,1 review,Convention Hall & Lawn,"Thoraipakkam, Chennai ",₹599per plate,30-1200,2,+3 more
Sri Devi Marriage Hall,,,Banquet Hall,Chennai ,₹200per plate,200-300,,+2 more
DV White Palace,,1 review,Banquet Hall,Chennai ,₹400per plate,650-900,,+2 more
PR Grand Palace Party Hall,,,Banquet Hall,"Ambattur, Chennai ",₹300per plate,150-250,,+2 more
Utsava Halls,,4 reviews,Banquet Hall,"Alwarpet, Chennai ",₹350per plate,250-400,,+2 more
KVN Kalyana Mandapam,5.0,1 review,Kalyana Mandapam,"Poonamallee, Avadi ",₹350per plate,700-1050,14,+3 more
Sreesai Mahal,,,Banquet Hall,"Tiruvottiyur, Chennai ","₹50,000per function",300-400,,+3 more
Thangam Maligai,5.0,1 review,Convention Hall,"Tondiarpet, Chennai ",₹400per plate,800-1200,,+2 more
Sai Ram Party Hall,,,Banquet Hall,"Kovilambakkam, Chennai ",₹250per plate,200-300,,+2 more
Raghavendra Vaijayanthi Mahal,,,Banquet Hall,"Mathur, Chennai ",₹450per plate,100-150,,+2 more
Sri Ikaba Kalaiarangam Party Hall,,,Banquet Hall,Chennai ,Price on Request,150-200,,+2 more
Kanchi Mahaswamy Anantha Mandapam,5.0,1 review,Banquet Hall,"Adyar, Chennai ",₹500per plate,600-900,,+2 more
Hotel Milestonnez,5.0,1 review,Hotel,Chennai ,₹250per plate,70-500,60,+3 more
Rj Mahal,,,,Chennai ,"₹65,000per plate",200-350,2,+4 more
Thiruvalleswarar Mahal,,,Banquet Hall,"Padi, Chennai ",₹300per plate,300-450,,+2 more
Mauli Lawns & Banquet Hall,,,Banquet Hall & Lawn,Pune ,"₹35,000per function",400-1000,2,+4 more
Kirti Banquet Hall,,,Banquet Hall,"Vishrantwadi, Pune ","₹50,000per function",120-150,,+3 more
Giri Sarovar Resort,,,Wedding Lawn,Pimpri Chinchwad ,₹499per plate,800-1200,8,+4 more
Maitri Hall,5.0,1 review,Banquet Hall,"Satara Road, Pune ",₹450per plate,70-200,,+2 more
Sky Venue Banquet,,,Banquet Hall,"Pimpri, Pimpri Chinchwad ",Price on Request,400-500,,+2 more
Lakshmiban Agro Resort,,,Lawn & Banquet Hall,Pune ,₹700per plate,200-800,2,+4 more
Pushp Mangal Karyalaya,,,Banquet Hall,Pune ,₹650per plate,500-750,,+2 more
Soho And Toscana,,,Banquet Hall,"Kalyani Nagar, Pune ",₹550per plate,500-600,,+2 more
Hotel Aarya Regency,,,Small Function Hall,Pimpri Chinchwad ,Price on Request,40-70,15,+3 more
Bhivpathaki Event Hall,,,Banquet Hall,"Shaniwar Peth, Pune ","₹40,000per function",80-100,,+3 more
Vitthal Rukmini Garden Mangal Karyalaya,,,Banquet Hall,Pune ,₹250per plate,280-400,,+2 more
Kalagovind Lawns,5.0,1 review,Wedding Lawn,Pune ,₹450per plate,2500-3000,,+3 more
Messe Global Exhibition & Convention Centre,,,Convention Hall & Lawn,"Hadapsar, Pune ","₹6,00,000per plate",400-10000,,+3 more
Vighnaharta Mangal Karyalaya,,,Banquet Hall,"Hadapsar, Pune ",₹400per plate,80-100,,+3 more
Balaji Lawns,,,Banquet Hall & Lawn,"Pimpri, Pimpri Chinchwad ",₹400per plate,1500-2500,,+2 more
"Ashwamedha Hall, Karve Nagar",,1 review,Banquet Hall,"Erandwane, Pune ",₹400per plate,150-450,25,+3 more
Gokhale Banquets,,,,Pimpri Chinchwad ,Price on Request,350-500,4,+3 more
Jai Tulja Bhavani Mangal Karyalay,,,Wedding Lawn,Pune ,Price on Request,2000-3000,,+2 more
Ananda Center Of Experience,,,Banquet Hall & Lawn,Pune ,Price on Request,160-250,,+2 more
Kumbharkar Lawns,,,Lawn & Banquet Hall,Pune ,"₹60,000per function",300-800,,+3 more
Paisar Kothi Lawn,,,Wedding Lawn,"Hazratganj, Lucknow ",₹400per plate,1200-2000,,+2 more
Grand Orient Banquet Hall,,,Banquet Hall,Lucknow ,Price on Request,400-600,4,+3 more
"Hotel Ratana International, Lucknow",,1 review,Banquet Hall,Lucknow ,₹600per plate,50-400,23,+3 more
Florence The Lawn,,,Wedding Lawn,"Gomti Nagar, Lucknow ",₹650per plate,350-550,,+2 more
Awadh Marriage Lawn,,,Wedding Lawn,"Rajajipuram, Lucknow ",₹500per plate,250-400,,+2 more
Shadiyana Lawn,,,Wedding Lawn,Lucknow ,Price on Request,600-1000,11,+3 more
Shri Ganpati Sweets Restaurant & Banquet,,,Banquet Hall,"Gomti Nagar, Lucknow ",₹700per plate,70-100,,+2 more
Hotel Mangalam,4.9,5 reviews,Banquet Hall,"Rajajipuram, Lucknow ","₹1,000per plate",200-350,13,+3 more
Hotel Olive Crown,,,Banquet Hall,Lucknow ,₹750per plate,150-200,14,+3 more
The Grand JBR,,9 reviews,Hotel,"Gomti Nagar, Lucknow ","₹1,250per plate",20-300,51,+3 more
Royal Casa Hotels and Banquet,5.0,1 review,Banquet Hall,"Rajajipuram, Lucknow ",₹700per plate,200-300,6,+3 more
Radhey Lal Marriage Lawn,,,Wedding Lawn,"Gomti Nagar, Lucknow ",₹300per plate,600-1000,,+2 more
Gayatri Palace,,,Banquet Hall,Lucknow ,₹550per plate,100-150,18,+3 more
Lda Community Hall,,,Wedding Lawn,"Aliganj, Lucknow ",₹450per plate,350-500,,+2 more
Star Palace,5.0,1 review,Banquet Hall,"Aminabad, Lucknow ",₹390per plate,150-250,,+2 more
Hotel Samar Palace,,,Banquet Hall,Nawabganj ,₹400per plate,100-120,10,+4 more
Vaibhav Bazar and Raunak Community Hall,,,Banquet Hall,Lucknow ,"₹25,000per function",250-400,,+3 more
The City Club Lucknow,,,Lawn & Banquet Hall,Lucknow ,₹900per plate,100-500,1,+4 more
Sonker Banquet Hall,,,Banquet Hall,"Naka Hindola, Lucknow ",₹350per plate,600-1000,,+2 more
Hotel Monarch Inn,,,Hotel,"Charbagh, Lucknow ",₹550per plate,50-150,48,+4 more
Dvij Inn Hotel,,,Hotel,"Gopalpura, Jaipur ","₹1,25,000per plate",200-300,44,+4 more
The Theme,,7 reviews,Hotel,"Sanganer, Jaipur ",₹500per plate,70-500,53,+3 more
Natural Pearl Farms,,,Lawn & Banquet Hall,"Kukas, Jaipur ",₹600per plate,150-1500,,+2 more
Sawai Man Mahal,,,Hotel,Jaipur ,Price on Request,150-400,51,+3 more
Green Lagoon,,,Banquet Hall & Lawn,"Mansarovar, Jaipur ",₹500per plate,100-1200,21,+3 more
Yutori Stays,,,Hotel,Jaipur ,"₹2,000per plate",80-300,16,+3 more
Mannat Marriage Garden & Banquet Hall,5.0,1 review,Lawn & Banquet Hall,"Gopalpura, Jaipur ",₹800per plate,200-2000,,+2 more
Hotel Kohinoor,,,Hotel,"Sindhi Camp, Jaipur ",Price on Request,50-70,63,+3 more
